Network	Predator_name	Prey_name
Meta	Fulmarus glacialoides	Cephalopoda
Meta	Fulmarus glacialoides	Gonatus antarcticus
Meta	Fulmarus glacialoides	Crustacea
Meta	Fulmarus glacialoides	Lysianassidae
Meta	Macronectes giganteus	Cephalopoda
Meta	Macronectes giganteus	Psychroteuthis glacialis
Meta	Macronectes giganteus	Galiteuthis glacialis
Meta	Macronectes giganteus	Crustacea
Meta	Macronectes giganteus	Euphausia superba
Meta	Macronectes giganteus	Eudyptes sp.
Meta	Thalassoica antarctica	Cephalopoda
Meta	Thalassoica antarctica	Psychroteuthis glacialis
Meta	Thalassoica antarctica	Galiteuthis glacialis
Meta	Thalassoica antarctica	Crustacea
Meta	Thalassoica antarctica	Euphausia superba
Meta	Thalassoica antarctica	Lysianassidae
Meta	Thalassoica antarctica	Gonatus antarcticus
Meta	Thalassoica antarctica	Pleuragramma antarcticum
Meta	Thalassoica antarctica	Nereidae
Meta	Daption capense	Cephalopoda
Meta	Daption capense	Crustacea
Meta	Pagodroma nivea	Cephalopoda
Meta	Pagodroma nivea	Psychroteuthis glacialis
Meta	Pagodroma nivea	Crustacea
Meta	Pagodroma nivea	Euphausia superba
Meta	Pagodroma nivea	Lysianassidae
Meta	Pagodroma nivea	Gonatus antarcticus
Meta	Pagodroma nivea	Pleuragramma antarcticum
Meta	Pagodroma nivea	Lampanyctus sp.
Meta	Pagodroma nivea	Teuthida
Meta	Pagodroma nivea	Euphausia crystallorophias
Meta	Oceanites oceanicus	Cephalopoda
Meta	Oceanites oceanicus	Psychroteuthis glacialis
Meta	Oceanites oceanicus	Crustacea
Meta	Oceanites oceanicus	Lysianassidae
Meta	Oceanites oceanicus	Pleuragramma antarcticum
Meta	Oceanites oceanicus	Nereidae
Meta	Thalassoica antarctica	Pasiphaea sp.
Meta	Thalassoica antarctica	Electrona antarctica
Meta	Thalassoica antarctica	Podocerus capillimanus
Meta	Thalassoica antarctica	Gymnoscopelus braueri
Meta	Thalassoica antarctica	Notolepis coatsi
Meta	Halobaena caerulea	Electrona antarctica
Meta	Halobaena caerulea	Gymnoscopelus braueri
Meta	Halobaena caerulea	Salpa thompsoni
Meta	Pagodroma nivea	Pasiphaea sp.
Meta	Pagodroma nivea	Electrona antarctica
Meta	Pagodroma nivea	Gymnoscopelus braueri
Meta	Pagodroma nivea	Notolepis coatsi
Meta	Pagodroma nivea	Octopodidae
Meta	Pagodroma nivea	Galiteuthis glacialis
Meta	Thalassoica antarctica	Gymnoscopelus opisthopterus
Meta	Thalassoica antarctica	Protomyctophum bolini
Meta	Pagodroma nivea	Protomyctophum bolini
Meta	Fulmarus glacialoides	Pleuragramma antarcticum
Meta	Daption capense	Pleuragramma antarcticum
Meta	Macronectes halli	Spheniscidae
Meta	Macronectes halli	Teuthida
Meta	Macronectes halli	Phocidae
Meta	Macronectes halli	Euphausiidae
Meta	Macronectes halli	Crustacea
Meta	Macronectes halli	Synthetic material
Meta	Macronectes giganteus	Spheniscidae
Meta	Macronectes giganteus	Teuthida
Meta	Macronectes giganteus	Phocidae
Meta	Macronectes giganteus	Euphausiidae
Meta	Macronectes giganteus	Synthetic material
Meta	Daption capense	Euphausiidae
Meta	Daption capense	Octopoda
Meta	Daption capense	Krefftichthys anderssoni
Meta	Daption capense	Gymnoscopelus nicholsi
Meta	Daption capense	Myctophidae
Meta	Daption capense	Teuthida
Meta	Daption capense	Anthropogenic material
Meta	Daption capense	Nematoda
Meta	Macronectes giganteus	Fulmarus glacialoides
Meta	Macronectes giganteus	Pagodroma nivea
Meta	Macronectes giganteus	Thalassoica antarctica
Meta	Macronectes giganteus	Daption capense
Meta	Macronectes giganteus	Oceanites oceanicus
Meta	Macronectes giganteus	Leptonychotes weddellii
Meta	Macronectes giganteus	Mirounga sp.
Meta	Macronectes giganteus	Nematoda
Meta	Pagodroma nivea	Euphausiidae
Meta	Pagodroma nivea	Gammaridea
Meta	Pagodroma nivea	Hyperiidae
Meta	Pagodroma nivea	Necromass
Meta	Fulmarus glacialoides	Euphausiidae
Meta	Fulmarus glacialoides	Euphausia crystallorophias
Meta	Fulmarus glacialoides	Necromass
Meta	Fulmarus glacialoides	Hyperiidae
Meta	Fulmarus glacialoides	Gammaridea
Meta	Daption capense	Euphausia crystallorophias
Meta	Daption capense	Necromass
Meta	Daption capense	Themisto gaudichaudii
Meta	Oceanites oceanicus	Euphausia crystallorophias
Meta	Oceanites oceanicus	Necromass
Meta	Oceanites oceanicus	Gammaridea
Meta	Oceanites oceanicus	Hyperiidae
Meta	Mirounga leonina	Gymnoscopelus nicholsi
Meta	Mirounga leonina	Electrona antarctica
Meta	Mirounga leonina	Myctophidae
Meta	Mirounga leonina	Pleuragramma antarcticum
Meta	Mirounga leonina	Gobionotothen gibberifrons
Meta	Mirounga leonina	Lepidonotothen squamifrons
Meta	Mirounga leonina	Trematomus scotti
Meta	Mirounga leonina	Nototheniidae
Meta	Mirounga leonina	Pagetopsis sp.
Meta	Mirounga leonina	Chionodraco sp.
Meta	Mirounga leonina	Psychroteuthis glacialis
Meta	Mirounga leonina	Gonatus antarcticus
Meta	Mirounga leonina	Moroteuthis knipovitchi
Meta	Mirounga leonina	Kondakovia longimana
Meta	Mirounga leonina	Alluroteuthis antarcticus
Meta	Mirounga leonina	Chiroteuthis veranii
Meta	Mirounga leonina	Brachioteuthis sp.
Meta	Mirounga leonina	Adelieledone polymorpha
Meta	Mirounga leonina	Pareledone sp.
Meta	Mirounga leonina	Pareledone turqueti
Meta	Dissostichus mawsoni	Pleuragramma antarcticum
Meta	Dissostichus mawsoni	Pagothenia borchgrevinki
Meta	Dissostichus mawsoni	Pagetopsis macropterus
Meta	Dissostichus mawsoni	Channichthyidae
Meta	Dissostichus mawsoni	Trematomus loennbergii
Meta	Dissostichus mawsoni	Paraliparis devriesi
Meta	Dissostichus mawsoni	Gymnodraco acuticeps
Meta	Dissostichus mawsoni	Antarctomysis sp.
Meta	Dissostichus mawsoni	Teuthida
Meta	Dissostichus mawsoni	Lysianassidae
Meta	Labidiaster annulatus	Foraminifera
Meta	Labidiaster annulatus	Rosella antarctica
Meta	Labidiaster annulatus	Rosella sp.
Meta	Labidiaster annulatus	Mycale acerata
Meta	Labidiaster annulatus	Dendrilla antarctica
Meta	Labidiaster annulatus	Hydroidolina
Meta	Labidiaster annulatus	Nematoda
Meta	Labidiaster annulatus	Margarella antarctica
Meta	Labidiaster annulatus	Eatoniella sp.
Meta	Labidiaster annulatus	Nacella concinna
Meta	Labidiaster annulatus	Laevilacunaria antarctica
Meta	Labidiaster annulatus	Neobuccinum eatoni
Meta	Labidiaster annulatus	Dacrydyum sp.
Meta	Labidiaster annulatus	Laternula elliptica
Meta	Labidiaster annulatus	Nereidae
Meta	Labidiaster annulatus	Ostracoda
Meta	Labidiaster annulatus	Copepoda
Meta	Labidiaster annulatus	Mysida
Meta	Labidiaster annulatus	Serolis sp.
Meta	Labidiaster annulatus	Glyptonotus antarcticus
Meta	Labidiaster annulatus	Plakarthrium puncattissimum
Meta	Labidiaster annulatus	Isopoda
Meta	Labidiaster annulatus	Euphausiacea
Meta	Labidiaster annulatus	Crustacea
Meta	Labidiaster annulatus	Bryozoa
Meta	Labidiaster annulatus	Odontaster validus
Meta	Labidiaster annulatus	Diplasterias brucei
Meta	Labidiaster annulatus	Odontaster meridionalis
Meta	Labidiaster annulatus	Perknaster fuscus antarcticus
Meta	Labidiaster annulatus	Perknaster aurorae
Meta	Labidiaster annulatus	Sterechinus neumayeri
Meta	Labidiaster annulatus	Detritus
Meta	Labidiaster annulatus	Sediment
Meta	Labidiaster annulatus	Rissoa sp.
Meta	Labidiaster annulatus	Genaxinus bongraini
Meta	Labidiaster annulatus	Antarctomysis maxima
Meta	Labidiaster annulatus	Euphausia superba
Meta	Labidiaster annulatus	Emballotheca phylactelloides
Meta	Labidiaster annulatus	Promachocrinus kerguelensis
Meta	Labidiaster annulatus	Labidiaster annulatus
Meta	Labidiaster annulatus	Ophionotus hexactis
Meta	Labidiaster annulatus	Ophiuroidea
Meta	Labidiaster annulatus	Ophionotus victoriae
Meta	Leptonychotes weddellii	Fish eggs
Meta	Leptonychotes weddellii	Decapoda
Meta	Leptonychotes weddellii	Chorismus antarcticus
Meta	Leptonychotes weddellii	Notocrangon antarcticus
Meta	Leptonychotes weddellii	Cheirimedon sp.
Meta	Leptonychotes weddellii	Waldeckia obesa
Meta	Leptonychotes weddellii	Eusirus perdentatus
Meta	Leptonychotes weddellii	Eusirus sp.
Meta	Leptonychotes weddellii	Uristes sp.
Meta	Leptonychotes weddellii	Gammaridea
Meta	Leptonychotes weddellii	Serolis sp.
Meta	Leptonychotes weddellii	Glyptonotus antarcticus
Meta	Leptonychotes weddellii	Plakarthrium puncattissimum
Meta	Leptonychotes weddellii	Isopoda
Meta	Leptonychotes weddellii	Glyptonotus sp.
Meta	Leptonychotes weddellii	Euphausiidae
Meta	Leptonychotes weddellii	Mysida
Meta	Leptonychotes weddellii	Crustacea
Meta	Leptonychotes weddellii	Mollusca
Meta	Leptonychotes weddellii	Cephalopoda
Meta	Leptonychotes weddellii	Tubeworm
Meta	Leptonychotes weddellii	Hydrozoa
Meta	Leptonychotes weddellii	Bryozoa
Meta	Leptonychotes weddellii	Ascidiacea
Meta	Leptonychotes weddellii	Acanthocephala
Meta	Leptonychotes weddellii	Algae
Meta	Leptonychotes weddellii	Trematomus bernacchii
Meta	Leptonychotes weddellii	Trematomus hansoni
Meta	Leptonychotes weddellii	Trematomus pennellii
Meta	Aptenodytes forsteri	Fish eggs
Meta	Aptenodytes forsteri	Cephalopoda
Meta	Aptenodytes forsteri	Margarella antarctica
Meta	Aptenodytes forsteri	Eatoniella sp.
Meta	Aptenodytes forsteri	Nacella concinna
Meta	Aptenodytes forsteri	Laevilacunaria antarctica
Meta	Aptenodytes forsteri	Neobuccinum eatoni
Meta	Aptenodytes forsteri	Serolis sp.
Meta	Aptenodytes forsteri	Glyptonotus antarcticus
Meta	Aptenodytes forsteri	Plakarthrium puncattissimum
Meta	Aptenodytes forsteri	Isopoda
Meta	Aptenodytes forsteri	Hyperiidae
Meta	Aptenodytes forsteri	Gammaridea
Meta	Aptenodytes forsteri	Mysida
Meta	Aptenodytes forsteri	Euphausiidae
Meta	Aptenodytes forsteri	Crustacea
Meta	Aptenodytes forsteri	Nematoda
Meta	Aptenodytes forsteri	Pleuragramma antarcticum
Meta	Trematomus bernacchii	Margarella antarctica
Meta	Trematomus bernacchii	Doris kerguelenensis
Meta	Trematomus bernacchii	Eatoniella sp.
Meta	Trematomus bernacchii	Nacella concinna
Meta	Trematomus bernacchii	Neobuccinum eatoni
Meta	Trematomus bernacchii	Algae
Meta	Trematomus bernacchii	Nereidae
Meta	Trematomus bernacchii	Eunoe anderssoni
Meta	Trematomus bernacchii	Barrukia cristata
Meta	Trematomus bernacchii	Harmothoe spinosa
Meta	Trematomus bernacchii	Harmothoe sp.
Meta	Trematomus bernacchii	Trypanosyllis gigantea
Meta	Trematomus bernacchii	Ophelina syringopyge
Meta	Trematomus bernacchii	Scoloplos marginatus
Meta	Trematomus bernacchii	Aglaophamus trissophyllus
Meta	Trematomus bernacchii	Lumbrineris magalhaensis
Meta	Trematomus bernacchii	Flabelligera gourdoni
Meta	Trematomus bernacchii	Ilyphagus wyvillei
Meta	Trematomus bernacchii	Pherusa kerguelarum
Meta	Trematomus bernacchii	Polynoidae
Meta	Trematomus bernacchii	Spionidae
Meta	Trematomus bernacchii	Flabelligeridae
Meta	Trematomus bernacchii	Terebellidae
Meta	Trematomus bernacchii	Ampharetidae
Meta	Trematomus bernacchii	Adamussium colbecki
Meta	Trematomus bernacchii	Philine alata
Meta	Trematomus bernacchii	Toledonia sp.
Meta	Trematomus bernacchii	Armodoris antarctica
Meta	Trematomus bernacchii	Limacina helicina
Meta	Trematomus bernacchii	Powellisetia deserta
Meta	Trematomus bernacchii	Iothia coppingeri
Meta	Trematomus bernacchii	Cephalaspidea
Meta	Trematomus bernacchii	Naticidae
Meta	Trematomus bernacchii	Ostracoda
Meta	Trematomus bernacchii	Eusirus sp.
Meta	Trematomus bernacchii	Oradarea sp.
Meta	Trematomus bernacchii	Paramoera walkeri
Meta	Trematomus bernacchii	Echiniphimedia sp.
Meta	Trematomus bernacchii	Leucothoe sp.
Meta	Trematomus bernacchii	Abyssorchomene plebs
Meta	Trematomus bernacchii	Cheirimedon fougneri
Meta	Trematomus bernacchii	Orchomenella (Orchomenella) chelipes
Meta	Trematomus bernacchii	Orchomenella sp.
Meta	Trematomus bernacchii	Seba antarctica
Meta	Trematomus bernacchii	Iphimediidae
Meta	Trematomus bernacchii	Sebidae
Meta	Trematomus bernacchii	Hyperiidae
Meta	Trematomus bernacchii	Serolis sp.
Meta	Trematomus bernacchii	Glyptonotus antarcticus
Meta	Trematomus bernacchii	Plakarthrium puncattissimum
Meta	Trematomus bernacchii	Isopoda
Meta	Trematomus bernacchii	Aega antarctica
Meta	Trematomus bernacchii	Munna antarctica
Meta	Trematomus bernacchii	Gnathia sp.
Meta	Trematomus bernacchii	Munnidae
Meta	Trematomus bernacchii	Arcturidae
Meta	Trematomus bernacchii	Euphausia frigida
Meta	Trematomus bernacchii	Euphausia crystallorophias
Meta	Trematomus bernacchii	Mysida
Meta	Trematomus bernacchii	Chorismus antarcticus
Meta	Trematomus bernacchii	Pycnogonida
Meta	Trematomus bernacchii	Austropallene sp.
Meta	Trematomus bernacchii	Pentanymphon antarcticum
Meta	Trematomus bernacchii	Endeis australis
Meta	Trematomus bernacchii	Austrodecus sp.
Meta	Trematomus bernacchii	Endeidae
Meta	Trematomus bernacchii	Sterechinus neumayeri
Meta	Trematomus bernacchii	Holothuroidea
Meta	Trematomus bernacchii	Priapulida
Meta	Trematomus bernacchii	Thaliacea
Meta	Trematomus bernacchii	Artedidraco orianae
Meta	Trematomus bernacchii	Artedidraco sp.
Meta	Trematomus bernacchii	Nototheniidae
Meta	Trematomus bernacchii	Channichthyidae
Meta	Trematomus bernacchii	Fish eggs
Meta	Leptonychotes weddellii	Aethotaxis mitopteryx
Meta	Leptonychotes weddellii	Dissostichus mawsoni
Meta	Leptonychotes weddellii	Lepidonotothen squamifrons
Meta	Leptonychotes weddellii	Notothenia coriiceps
Meta	Leptonychotes weddellii	Pagothenia borchgrevinki
Meta	Leptonychotes weddellii	Trematomus eulepidotus
Meta	Leptonychotes weddellii	Trematomus lepidorhinus
Meta	Leptonychotes weddellii	Trematomus loennbergii
Meta	Leptonychotes weddellii	Trematomus newnesi
Meta	Leptonychotes weddellii	Trematomus scotti
Meta	Leptonychotes weddellii	Adelieledone polymorpha
Meta	Leptonychotes weddellii	Pareledone sp.
Meta	Leptonychotes weddellii	Psychroteuthis glacialis
Meta	Thalassoica antarctica	Pasiphaea scotiae
Meta	Thalassoica antarctica	Decapoda
Meta	Thalassoica antarctica	Bathylagus sp.
Meta	Thalassoica antarctica	Melamphaes sp.
Meta	Thalassoica antarctica	Myctophidae
Meta	Thalassoica antarctica	Teuthida
Meta	Kondakovia longimana	Euphausia superba
Meta	Kondakovia longimana	Thysanoessa macrura
Meta	Kondakovia longimana	Themisto gaudichaudii
Meta	Kondakovia longimana	Pseudosagitta gazellae
Meta	Kondakovia longimana	Teuthida
Meta	Moroteuthis knipovitchi	Euphausia superba
Meta	Moroteuthis knipovitchi	Thysanoessa macrura
Meta	Moroteuthis knipovitchi	Themisto gaudichaudii
Meta	Moroteuthis knipovitchi	Pseudosagitta gazellae
Meta	Moroteuthis knipovitchi	Teuthida
Meta	Alluroteuthis antarcticus	Themisto gaudichaudii
Meta	Alluroteuthis antarcticus	Teuthida
Meta	Galiteuthis glacialis	Themisto gaudichaudii
Meta	Galiteuthis glacialis	Teuthida
Meta	Brachioteuthis picta	Euphausia superba
Meta	Brachioteuthis picta	Thysanoessa macrura
Meta	Brachioteuthis picta	Themisto gaudichaudii
Meta	Brachioteuthis picta	Pseudosagitta gazellae
Meta	Brachioteuthis picta	Teuthida
Meta	Arctocephalus gazella	Electrona antarctica
Meta	Arctocephalus gazella	Gymnoscopelus nicholsi
Meta	Arctocephalus gazella	Gymnoscopelus bolini
Meta	Arctocephalus gazella	Gymnoscopelus braueri
Meta	Arctocephalus gazella	Gymnoscopelus fraseri
Meta	Arctocephalus gazella	Electrona carlsbergi
Meta	Arctocephalus gazella	Krefftichthys anderssoni
Meta	Arctocephalus gazella	Protomyctophum bolini
Meta	Arctocephalus gazella	Protomyctophum choriodon
Meta	Arctocephalus gazella	Nannobrachium achirus
Meta	Arctocephalus gazella	Gymnoscopelus sp.
Meta	Arctocephalus gazella	Electrona sp.
Meta	Arctocephalus gazella	Myctophidae
Meta	Arctocephalus gazella	Lepidonotothen larseni
Meta	Arctocephalus gazella	Pleuragramma antarcticum
Meta	Arctocephalus gazella	Nototheniidae
Meta	Arctocephalus gazella	Champsocephalus gunnari
Meta	Arctocephalus gazella	Channichthyidae
Meta	Leptonychotes weddellii	Copepoda
Meta	Aptenodytes forsteri	Trematomus newnesi
Meta	Aptenodytes forsteri	Trematomus sp.
Meta	Aptenodytes forsteri	Notolepis coatsi
Meta	Aptenodytes forsteri	Channichthyidae
Meta	Aptenodytes forsteri	Psychroteuthis glacialis
Meta	Aptenodytes forsteri	Alluroteuthis antarcticus
Meta	Aptenodytes forsteri	Gonatus antarcticus
Meta	Aptenodytes forsteri	Moroteuthis knipovitchi
Meta	Aptenodytes forsteri	Kondakovia longimana
Meta	Aptenodytes forsteri	Teuthida
Meta	Aptenodytes forsteri	Euphausia superba
Meta	Notolepis coatsi	Pelagobia longicirrata
Meta	Notolepis coatsi	Euphausia superba
Meta	Notolepis coatsi	Thysanoessa macrura
Meta	Cryodraco antarcticus	Euphausia superba
Meta	Cryodraco antarcticus	Crustacea
Meta	Pagetopsis macropterus	Euphausia superba
Meta	Pagetopsis macropterus	Euphausiidae
Meta	Pagetopsis macropterus	Chionodraco sp.
Meta	Chaenodraco wilsoni	Euphausia crystallorophias
Meta	Chaenodraco wilsoni	Euphausiidae
Meta	Electrona antarctica	Alciopidae
Meta	Electrona antarctica	Paraeuchaeta antarctica
Meta	Electrona antarctica	Calanus propinquus
Meta	Electrona antarctica	Themisto gaudichaudii
Meta	Electrona antarctica	Cyllopus sp.
Meta	Electrona antarctica	Euphausia frigida
Meta	Electrona antarctica	Euphausiidae
Meta	Electrona antarctica	Nematocarcinus sp.
Meta	Electrona antarctica	Crustacea
Meta	Electrona antarctica	Clio pyramidata
Meta	Electrona antarctica	Limacina helicina
Meta	Electrona antarctica	Mollusca
Meta	Krefftichthys anderssoni	Copepoda
Meta	Krefftichthys anderssoni	Primno macropa
Meta	Krefftichthys anderssoni	Thysanoessa macrura
Meta	Krefftichthys anderssoni	Crustacea
Meta	Pleuragramma antarcticum	Copepoda
Meta	Pleuragramma antarcticum	Euphausiidae
Meta	Pleuragramma antarcticum	Crustacea
Meta	Trematomus scotti	Copepoda
Meta	Chionodraco sp.	Euphausia superba
Meta	Chionodraco sp.	Euphausia crystallorophias
Meta	Chionodraco sp.	Euphausiidae
Meta	Chionodraco sp.	Crustacea
Meta	Chionodraco sp.	Trematomus scotti
Meta	Chionodraco sp.	Pleuragramma antarcticum
Meta	Chionodraco sp.	Chionodraco sp.
Meta	Trematomus bernacchii	Gammaridea
Meta	Trematomus bernacchii	Tunicata
Meta	Trematomus bernacchii	Tanaidacea
Meta	Trematomus bernacchii	Caprellidae
Meta	Trematomus bernacchii	Cumacea
Meta	Trematomus hansoni	Gammaridea
Meta	Trematomus hansoni	Nereidae
Meta	Trematomus nicolai	Pleuragramma antarcticum
Meta	Dissostichus mawsoni	Mysida
Meta	Trematomus hansoni	Mysida
Meta	Trematomus hansoni	Fish eggs
Meta	Trematomus bernacchii	Leptostraca
Meta	Notothenia neglecta	Gammaridea
Meta	Notothenia neglecta	Serolis sp.
Meta	Notothenia neglecta	Glyptonotus antarcticus
Meta	Notothenia neglecta	Plakarthrium puncattissimum
Meta	Notothenia neglecta	Isopoda
Meta	Notothenia neglecta	Margarella antarctica
Meta	Notothenia neglecta	Eatoniella sp.
Meta	Notothenia neglecta	Nacella concinna
Meta	Notothenia neglecta	Laevilacunaria antarctica
Meta	Notothenia neglecta	Neobuccinum eatoni
Meta	Notothenia neglecta	Nereidae
Meta	Trematomus bernacchii	Urticinopsis antarctica
Meta	Trematomus bernacchii	Malacobelemnon daytoni
Meta	Trematomus bernacchii	Cnidaria
Meta	Trematomus bernacchii	Copepoda
Meta	Notothenia neglecta	Fish eggs
Meta	Gymnodraco acuticeps	Gammaridea
Meta	Gymnodraco acuticeps	Serolis sp.
Meta	Gymnodraco acuticeps	Glyptonotus antarcticus
Meta	Gymnodraco acuticeps	Plakarthrium puncattissimum
Meta	Gymnodraco acuticeps	Isopoda
Meta	Gymnodraco acuticeps	Fish eggs
Meta	Notothenia neglecta	Crustacea
Meta	Notothenia neglecta	Mysida
Meta	Notothenia neglecta	Rosella antarctica
Meta	Notothenia neglecta	Rosella sp.
Meta	Notothenia neglecta	Mycale acerata
Meta	Notothenia neglecta	Dendrilla antarctica
Meta	Trematomus hansoni	Tunicata
Meta	Trematomus nicolai	Gammaridea
Meta	Trematomus nicolai	Nereidae
Meta	Trematomus bernacchii	Pantopoda
Meta	Trematomus hansoni	Serolis sp.
Meta	Trematomus hansoni	Glyptonotus antarcticus
Meta	Trematomus hansoni	Plakarthrium puncattissimum
Meta	Trematomus hansoni	Isopoda
Meta	Trematomus hansoni	Ostracoda
Meta	Trematomus hansoni	Crustacea
Meta	Pagothenia borchgrevinki	Gammaridea
Meta	Trematomus newnesi	Margarella antarctica
Meta	Trematomus newnesi	Doris kerguelenensis
Meta	Trematomus newnesi	Eatoniella sp.
Meta	Trematomus newnesi	Nacella concinna
Meta	Trematomus newnesi	Neobuccinum eatoni
Meta	Trematomus newnesi	Euphausia superba
Meta	Trematomus newnesi	Gondogeneia antarctica
Meta	Trematomus newnesi	Hyperiidae
Meta	Trematomus newnesi	Bovallia gigantea
Meta	Trematomus newnesi	Salpa thompsoni
Meta	Trematomus newnesi	Euphausia crystallorophias
Meta	Trematomus newnesi	Copepoda
Meta	Trematomus newnesi	Nereidae
Meta	Trematomus newnesi	Gammaridea
Meta	Notothenia neglecta	Leptostraca
Meta	Trematomus newnesi	Tunicata
Meta	Trematomus newnesi	Ostracoda
Meta	Trematomus newnesi	Cladocera
Meta	Trematomus newnesi	Mysida
Meta	Trematomus bernacchii	Crustacea
Meta	Trematomus nicolai	Leptostraca
Meta	Trematomus nicolai	Crustacea
Meta	Trematomus nicolai	Margarella antarctica
Meta	Trematomus nicolai	Eatoniella sp.
Meta	Trematomus nicolai	Nacella concinna
Meta	Trematomus nicolai	Laevilacunaria antarctica
Meta	Trematomus nicolai	Neobuccinum eatoni
Meta	Trematomus nicolai	Mysida
Meta	Trematomus bernacchii	Ophiuroidea
Meta	Trematomus bernacchii	Ophionotus victoriae
Meta	Trematomus pennellii	Crustacea
Meta	Gymnodraco acuticeps	Crustacea
Meta	Pagothenia borchgrevinki	Mysida
Meta	Pagothenia borchgrevinki	Crustacea
Meta	Chionodraco hamatus	Fish eggs
Meta	Trematomus pennellii	Mysida
Meta	Trematomus pennellii	Gammaridea
Meta	Pygoscelis adeliae	Euphausia superba
Meta	Pygoscelis adeliae	Euphausia crystallorophias
Meta	Pygoscelis adeliae	Euphausia frigida
Meta	Pygoscelis adeliae	Paramoera walkeri
Meta	Pygoscelis adeliae	Abyssorchomene rossi
Meta	Pygoscelis adeliae	Cheirimedon solidus
Meta	Pygoscelis adeliae	Cheirimedon sp.
Meta	Pygoscelis adeliae	Epimeriella macronyx
Meta	Pygoscelis adeliae	Eusirus sp.
Meta	Pygoscelis adeliae	Hyperiidae
Meta	Pygoscelis adeliae	Serolis sp.
Meta	Pygoscelis adeliae	Glyptonotus antarcticus
Meta	Pygoscelis adeliae	Plakarthrium puncattissimum
Meta	Pygoscelis adeliae	Isopoda
Meta	Pygoscelis adeliae	Pleuragramma antarcticum
Meta	Pygoscelis adeliae	Pagothenia borchgrevinki
Meta	Pygoscelis adeliae	Trematomus bernacchii
Meta	Pygoscelis adeliae	Gymnodraco acuticeps
Meta	Hydrurga leptonyx	Fish eggs
Meta	Hydrurga leptonyx	Cephalopoda
Meta	Hydrurga leptonyx	Antarctomysis maxima
Meta	Hydrurga leptonyx	Decapoda
Meta	Hydrurga leptonyx	Cheirimedon fougneri
Meta	Hydrurga leptonyx	Crustacea
Meta	Hydrurga leptonyx	Nematoda
Meta	Hydrurga leptonyx	Pleuragramma antarcticum
Meta	Hydrurga leptonyx	Nototheniidae
Meta	Hydrurga leptonyx	Pygoscelis adeliae
Meta	Lobodon carcinophagus	Fish eggs
Meta	Lobodon carcinophagus	Cephalopoda
Meta	Lobodon carcinophagus	Antarctomysis maxima
Meta	Lobodon carcinophagus	Decapoda
Meta	Lobodon carcinophagus	Cheirimedon fougneri
Meta	Lobodon carcinophagus	Crustacea
Meta	Lobodon carcinophagus	Nematoda
Meta	Lobodon carcinophagus	Pleuragramma antarcticum
Meta	Mirounga leonina	Fish eggs
Meta	Mirounga leonina	Cephalopoda
Meta	Mirounga leonina	Antarctomysis maxima
Meta	Mirounga leonina	Decapoda
Meta	Mirounga leonina	Cheirimedon fougneri
Meta	Mirounga leonina	Crustacea
Meta	Mirounga leonina	Nematoda
Meta	Balaenoptera bonaerensis	Euphausia superba
Meta	Balaenoptera bonaerensis	Thysanoessa sp.
Meta	Eubalaena australis	Euphausiidae
Meta	Balaenoptera acutorostrata	Euphausia superba
Meta	Balaenoptera acutorostrata	Euphausia crystallorophias
Meta	Balaenoptera acutorostrata	Calanus sp.
Meta	Balaenoptera acutorostrata	Themisto gaudichaudii
Meta	Balaenoptera acutorostrata	Pleuragramma antarcticum
Meta	Pleuragramma antarcticum	Euphausia crystallorophias
Meta	Balaenoptera acutorostrata	Channichthyidae
Meta	Pleuragramma antarcticum	Calanus sp.
Meta	Pleuragramma antarcticum	Euphausia superba
Meta	Balaenoptera acutorostrata	Electrona antarctica
Meta	Lobodon carcinophagus	Euphausia superba
Meta	Lobodon carcinophagus	Gammaridea
Meta	Hydrurga leptonyx	Euphausia superba
Meta	Balaenoptera musculus intermedia	Euphausiidae
Meta	Balaenoptera acutorostrata	Thysanoessa macrura
Meta	Pygoscelis adeliae	Teuthida
Meta	Pygoscelis adeliae	Mysida
Meta	Pygoscelis adeliae	Pteropoda
Meta	Pygoscelis adeliae	Holothuroidea
Meta	Pygoscelis adeliae	Valvifera
Meta	Pygoscelis adeliae	Coelenterata
Meta	Pygoscelis adeliae	Decapoda
Meta	Pygoscelis adeliae	Tomopteris sp.
Meta	Pygoscelis adeliae	Margarella antarctica
Meta	Pygoscelis adeliae	Eatoniella sp.
Meta	Pygoscelis adeliae	Nacella concinna
Meta	Pygoscelis adeliae	Laevilacunaria antarctica
Meta	Pygoscelis adeliae	Neobuccinum eatoni
Meta	Pygoscelis adeliae	Trematomus sp.
Meta	Pygoscelis adeliae	Nototheniidae
Meta	Pygoscelis adeliae	Chionodraco sp.
Meta	Pygoscelis adeliae	Channichthyidae
Meta	Pygoscelis adeliae	Pagetopsis macropterus
Meta	Pygoscelis adeliae	Myctophidae
Meta	Pygoscelis adeliae	Hyperia macrocephala
Meta	Pygoscelis adeliae	Themisto gaudichaudii
Meta	Pygoscelis adeliae	Hyperoche sp.
Meta	Pygoscelis adeliae	Cyllopus magellanicus
Meta	Pygoscelis adeliae	Cheirimedon fougneri
Meta	Pygoscelis adeliae	Tryphosella murrayi
Meta	Pygoscelis adeliae	Waldeckia obesa
Meta	Pygoscelis adeliae	Lysianassidae
Meta	Pygoscelis adeliae	Eusirus perdentatus
Meta	Pygoscelis adeliae	Epimeriella walkeri
