Network	Predator_name	Prey_name
Meta	Electrona antarctica	Cyllopus lucasii
Meta	Electrona antarctica	Vibilia sp.
Meta	Electrona antarctica	Pleuromamma robusta
Meta	Electrona antarctica	Rhincalanus gigas
Meta	Electrona antarctica	Euphausia triacantha
Meta	Electrona carlsbergi	Themisto gaudichaudii
Meta	Electrona carlsbergi	Gammaridea
Meta	Electrona carlsbergi	Euphausia triacantha
Meta	Gymnoscopelus braueri	Themisto gaudichaudii
Meta	Gymnoscopelus braueri	Vibilia sp.
Meta	Gymnoscopelus braueri	Paraeuchaeta antarctica
Meta	Gymnoscopelus braueri	Calanus propinquus
Meta	Gymnoscopelus braueri	Rhincalanus gigas
Meta	Gymnoscopelus braueri	Euphausia frigida
Meta	Gymnoscopelus braueri	Euphausia triacantha
Meta	Gymnoscopelus braueri	Thysanoessa macrura
Meta	Gymnoscopelus nicholsi	Themisto gaudichaudii
Meta	Gymnoscopelus nicholsi	Onchocalanus sp.
Meta	Gymnoscopelus nicholsi	Rhincalanus gigas
Meta	Gymnoscopelus nicholsi	Euphausia frigida
Meta	Gymnoscopelus nicholsi	Euphausia superba
Meta	Krefftichthys anderssoni	Calanus propinquus
Meta	Krefftichthys anderssoni	Metridia gerlachei
Meta	Notolepis coatsi	Themisto gaudichaudii
Meta	Notolepis coatsi	Euphausia frigida
Meta	Aetideopsis antarctica	Nitzschia sp.
Meta	Aetideopsis antarctica	Eucampia antarctica
Meta	Aetideopsis antarctica	Chaetoceros sp.
Meta	Aetideopsis antarctica	Corethron criophilum
Meta	Aetideopsis antarctica	Peridiniales
Meta	Aetideopsis antarctica	Distephanus speculum
Meta	Aetideopsis antarctica	Phytoplankton
Meta	Aetideopsis antarctica	Codonellopsis gaussi
Meta	Aetideopsis antarctica	Laackmanniella naviculaefera
Meta	Aetideopsis antarctica	Cymatocylis antarctica
Meta	Aetideopsis antarctica	Sticholonche sp.
Meta	Aetideopsis antarctica	Conchoecia sp.
Meta	Aetideopsis antarctica	Euphausia crystallorophias
Meta	Aetideopsis antarctica	Limacina helicina
Meta	Calanus propinquus	Nitzschia sp.
Meta	Calanus propinquus	Eucampia antarctica
Meta	Calanus propinquus	Chaetoceros sp.
Meta	Calanus propinquus	Corethron criophilum
Meta	Calanus propinquus	Peridiniales
Meta	Calanus propinquus	Distephanus speculum
Meta	Calanus propinquus	Phytoplankton
Meta	Calanus propinquus	Codonellopsis gaussi
Meta	Calanus propinquus	Laackmanniella naviculaefera
Meta	Calanus propinquus	Cymatocylis antarctica
Meta	Calanus propinquus	Sticholonche sp.
Meta	Calanus propinquus	Conchoecia sp.
Meta	Calanus propinquus	Euphausia crystallorophias
Meta	Calanus propinquus	Limacina helicina
Meta	Ctenocalanus vanus	Nitzschia sp.
Meta	Ctenocalanus vanus	Coscinodiscophycidae
Meta	Ctenocalanus vanus	Eucampia antarctica
Meta	Ctenocalanus vanus	Chaetoceros sp.
Meta	Ctenocalanus vanus	Corethron criophilum
Meta	Ctenocalanus vanus	Peridiniales
Meta	Ctenocalanus vanus	Distephanus speculum
Meta	Ctenocalanus vanus	Phytoplankton
Meta	Ctenocalanus vanus	Codonellopsis gaussi
Meta	Ctenocalanus vanus	Laackmanniella naviculaefera
Meta	Ctenocalanus vanus	Cymatocylis antarctica
Meta	Ctenocalanus vanus	Radiolaria
Meta	Ctenocalanus vanus	Sticholonche sp.
Meta	Ctenocalanus vanus	Oncaea sp.
Meta	Ctenocalanus vanus	Oithona sp.
Meta	Ctenocalanus vanus	Calanoides acutus
Meta	Ctenocalanus vanus	Metridia gerlachei
Meta	Ctenocalanus vanus	Euchaeta sp.
Meta	Ctenocalanus vanus	Conchoecia sp.
Meta	Ctenocalanus vanus	Euphausia crystallorophias
Meta	Ctenocalanus vanus	Pelagobia longicirrata
Meta	Ctenocalanus vanus	Limacina helicina
Meta	Ctenocalanus vanus	Coelenterata
Meta	Paraeuchaeta antarctica	Nitzschia sp.
Meta	Paraeuchaeta antarctica	Eucampia antarctica
Meta	Paraeuchaeta antarctica	Chaetoceros sp.
Meta	Paraeuchaeta antarctica	Corethron criophilum
Meta	Paraeuchaeta antarctica	Peridiniales
Meta	Paraeuchaeta antarctica	Distephanus speculum
Meta	Paraeuchaeta antarctica	Phytoplankton
Meta	Paraeuchaeta antarctica	Codonellopsis gaussi
Meta	Paraeuchaeta antarctica	Laackmanniella naviculaefera
Meta	Paraeuchaeta antarctica	Cymatocylis antarctica
Meta	Paraeuchaeta antarctica	Sticholonche sp.
Meta	Paraeuchaeta antarctica	Conchoecia sp.
Meta	Paraeuchaeta antarctica	Euphausia crystallorophias
Meta	Paraeuchaeta antarctica	Limacina helicina
Meta	Paraeuchaeta erebi	Nitzschia sp.
Meta	Paraeuchaeta erebi	Coscinodiscophycidae
Meta	Paraeuchaeta erebi	Eucampia antarctica
Meta	Paraeuchaeta erebi	Chaetoceros sp.
Meta	Paraeuchaeta erebi	Corethron criophilum
Meta	Paraeuchaeta erebi	Peridiniales
Meta	Paraeuchaeta erebi	Distephanus speculum
Meta	Paraeuchaeta erebi	Phytoplankton
Meta	Paraeuchaeta erebi	Codonellopsis gaussi
Meta	Paraeuchaeta erebi	Laackmanniella naviculaefera
Meta	Paraeuchaeta erebi	Cymatocylis antarctica
Meta	Paraeuchaeta erebi	Radiolaria
Meta	Paraeuchaeta erebi	Sticholonche sp.
Meta	Paraeuchaeta erebi	Oncaea sp.
Meta	Paraeuchaeta erebi	Oithona sp.
Meta	Paraeuchaeta erebi	Calanoides acutus
Meta	Paraeuchaeta erebi	Metridia gerlachei
Meta	Paraeuchaeta erebi	Euchaeta sp.
Meta	Paraeuchaeta erebi	Conchoecia sp.
Meta	Paraeuchaeta erebi	Euphausia crystallorophias
Meta	Paraeuchaeta erebi	Pelagobia longicirrata
Meta	Paraeuchaeta erebi	Limacina helicina
Meta	Paraeuchaeta erebi	Coelenterata
Meta	Paraeuchaeta similis	Nitzschia sp.
Meta	Paraeuchaeta similis	Eucampia antarctica
Meta	Paraeuchaeta similis	Chaetoceros sp.
Meta	Paraeuchaeta similis	Corethron criophilum
Meta	Paraeuchaeta similis	Peridiniales
Meta	Paraeuchaeta similis	Distephanus speculum
Meta	Paraeuchaeta similis	Phytoplankton
Meta	Paraeuchaeta similis	Codonellopsis gaussi
Meta	Paraeuchaeta similis	Laackmanniella naviculaefera
Meta	Paraeuchaeta similis	Cymatocylis antarctica
Meta	Paraeuchaeta similis	Sticholonche sp.
Meta	Paraeuchaeta similis	Conchoecia sp.
Meta	Paraeuchaeta similis	Euphausia crystallorophias
Meta	Paraeuchaeta similis	Limacina helicina
Meta	Metridia gerlachei	Nitzschia sp.
Meta	Metridia gerlachei	Eucampia antarctica
Meta	Metridia gerlachei	Chaetoceros sp.
Meta	Metridia gerlachei	Corethron criophilum
Meta	Metridia gerlachei	Peridiniales
Meta	Metridia gerlachei	Distephanus speculum
Meta	Metridia gerlachei	Phytoplankton
Meta	Metridia gerlachei	Codonellopsis gaussi
Meta	Metridia gerlachei	Laackmanniella naviculaefera
Meta	Metridia gerlachei	Cymatocylis antarctica
Meta	Metridia gerlachei	Sticholonche sp.
Meta	Metridia gerlachei	Conchoecia sp.
Meta	Metridia gerlachei	Euphausia crystallorophias
Meta	Metridia gerlachei	Limacina helicina
Meta	Microcalanus pygmaeus	Nitzschia sp.
Meta	Microcalanus pygmaeus	Eucampia antarctica
Meta	Microcalanus pygmaeus	Chaetoceros sp.
Meta	Microcalanus pygmaeus	Corethron criophilum
Meta	Microcalanus pygmaeus	Peridiniales
Meta	Microcalanus pygmaeus	Distephanus speculum
Meta	Microcalanus pygmaeus	Phytoplankton
Meta	Microcalanus pygmaeus	Codonellopsis gaussi
Meta	Microcalanus pygmaeus	Laackmanniella naviculaefera
Meta	Microcalanus pygmaeus	Cymatocylis antarctica
Meta	Microcalanus pygmaeus	Sticholonche sp.
Meta	Microcalanus pygmaeus	Conchoecia sp.
Meta	Microcalanus pygmaeus	Euphausia crystallorophias
Meta	Microcalanus pygmaeus	Limacina helicina
Meta	Oithona frigida	Nitzschia sp.
Meta	Oithona frigida	Eucampia antarctica
Meta	Oithona frigida	Chaetoceros sp.
Meta	Oithona frigida	Corethron criophilum
Meta	Oithona frigida	Peridiniales
Meta	Oithona frigida	Distephanus speculum
Meta	Oithona frigida	Phytoplankton
Meta	Oithona frigida	Codonellopsis gaussi
Meta	Oithona frigida	Laackmanniella naviculaefera
Meta	Oithona frigida	Cymatocylis antarctica
Meta	Oithona frigida	Sticholonche sp.
Meta	Oithona frigida	Conchoecia sp.
Meta	Oithona frigida	Euphausia crystallorophias
Meta	Oithona frigida	Limacina helicina
Meta	Oithona similis	Nitzschia sp.
Meta	Oithona similis	Eucampia antarctica
Meta	Oithona similis	Chaetoceros sp.
Meta	Oithona similis	Corethron criophilum
Meta	Oithona similis	Peridiniales
Meta	Oithona similis	Distephanus speculum
Meta	Oithona similis	Phytoplankton
Meta	Oithona similis	Codonellopsis gaussi
Meta	Oithona similis	Laackmanniella naviculaefera
Meta	Oithona similis	Cymatocylis antarctica
Meta	Oithona similis	Sticholonche sp.
Meta	Oithona similis	Conchoecia sp.
Meta	Oithona similis	Euphausia crystallorophias
Meta	Oithona similis	Limacina helicina
Meta	Triconia antarctica	Nitzschia sp.
Meta	Triconia antarctica	Eucampia antarctica
Meta	Triconia antarctica	Chaetoceros sp.
Meta	Triconia antarctica	Corethron criophilum
Meta	Triconia antarctica	Peridiniales
Meta	Triconia antarctica	Distephanus speculum
Meta	Triconia antarctica	Phytoplankton
Meta	Triconia antarctica	Codonellopsis gaussi
Meta	Triconia antarctica	Laackmanniella naviculaefera
Meta	Triconia antarctica	Cymatocylis antarctica
Meta	Triconia antarctica	Sticholonche sp.
Meta	Triconia antarctica	Conchoecia sp.
Meta	Triconia antarctica	Euphausia crystallorophias
Meta	Triconia antarctica	Limacina helicina
Meta	Oncaea curvata	Nitzschia sp.
Meta	Oncaea curvata	Eucampia antarctica
Meta	Oncaea curvata	Chaetoceros sp.
Meta	Oncaea curvata	Corethron criophilum
Meta	Oncaea curvata	Peridiniales
Meta	Oncaea curvata	Distephanus speculum
Meta	Oncaea curvata	Phytoplankton
Meta	Oncaea curvata	Codonellopsis gaussi
Meta	Oncaea curvata	Laackmanniella naviculaefera
Meta	Oncaea curvata	Cymatocylis antarctica
Meta	Oncaea curvata	Sticholonche sp.
Meta	Oncaea curvata	Conchoecia sp.
Meta	Oncaea curvata	Euphausia crystallorophias
Meta	Oncaea curvata	Limacina helicina
Meta	Stephos longipes	Nitzschia sp.
Meta	Stephos longipes	Eucampia antarctica
Meta	Stephos longipes	Chaetoceros sp.
Meta	Stephos longipes	Corethron criophilum
Meta	Stephos longipes	Peridiniales
Meta	Stephos longipes	Distephanus speculum
Meta	Stephos longipes	Phytoplankton
Meta	Stephos longipes	Codonellopsis gaussi
Meta	Stephos longipes	Laackmanniella naviculaefera
Meta	Stephos longipes	Cymatocylis antarctica
Meta	Stephos longipes	Sticholonche sp.
Meta	Stephos longipes	Conchoecia sp.
Meta	Stephos longipes	Euphausia crystallorophias
Meta	Stephos longipes	Limacina helicina
Meta	Alacia belgicae	Nitzschia sp.
Meta	Alacia belgicae	Eucampia antarctica
Meta	Alacia belgicae	Chaetoceros sp.
Meta	Alacia belgicae	Corethron criophilum
Meta	Alacia belgicae	Peridiniales
Meta	Alacia belgicae	Distephanus speculum
Meta	Alacia belgicae	Phytoplankton
Meta	Alacia belgicae	Codonellopsis gaussi
Meta	Alacia belgicae	Laackmanniella naviculaefera
Meta	Alacia belgicae	Cymatocylis antarctica
Meta	Alacia belgicae	Sticholonche sp.
Meta	Alacia belgicae	Conchoecia sp.
Meta	Alacia belgicae	Euphausia crystallorophias
Meta	Alacia belgicae	Limacina helicina
Meta	Metaconchoecia isocheira	Nitzschia sp.
Meta	Metaconchoecia isocheira	Eucampia antarctica
Meta	Metaconchoecia isocheira	Chaetoceros sp.
Meta	Metaconchoecia isocheira	Corethron criophilum
Meta	Metaconchoecia isocheira	Peridiniales
Meta	Metaconchoecia isocheira	Distephanus speculum
Meta	Metaconchoecia isocheira	Phytoplankton
Meta	Metaconchoecia isocheira	Codonellopsis gaussi
Meta	Metaconchoecia isocheira	Laackmanniella naviculaefera
Meta	Metaconchoecia isocheira	Cymatocylis antarctica
Meta	Metaconchoecia isocheira	Sticholonche sp.
Meta	Metaconchoecia isocheira	Conchoecia sp.
Meta	Metaconchoecia isocheira	Euphausia crystallorophias
Meta	Metaconchoecia isocheira	Limacina helicina
Meta	Thysanoessa macrura	Nitzschia sp.
Meta	Thysanoessa macrura	Eucampia antarctica
Meta	Thysanoessa macrura	Chaetoceros sp.
Meta	Thysanoessa macrura	Corethron criophilum
Meta	Thysanoessa macrura	Peridiniales
Meta	Thysanoessa macrura	Distephanus speculum
Meta	Thysanoessa macrura	Phytoplankton
Meta	Thysanoessa macrura	Codonellopsis gaussi
Meta	Thysanoessa macrura	Laackmanniella naviculaefera
Meta	Thysanoessa macrura	Cymatocylis antarctica
Meta	Thysanoessa macrura	Sticholonche sp.
Meta	Thysanoessa macrura	Conchoecia sp.
Meta	Thysanoessa macrura	Euphausia crystallorophias
Meta	Thysanoessa macrura	Limacina helicina
Meta	Epimeriella macronyx	Nitzschia sp.
Meta	Epimeriella macronyx	Eucampia antarctica
Meta	Epimeriella macronyx	Chaetoceros sp.
Meta	Epimeriella macronyx	Corethron criophilum
Meta	Epimeriella macronyx	Peridiniales
Meta	Epimeriella macronyx	Distephanus speculum
Meta	Epimeriella macronyx	Phytoplankton
Meta	Epimeriella macronyx	Codonellopsis gaussi
Meta	Epimeriella macronyx	Laackmanniella naviculaefera
Meta	Epimeriella macronyx	Cymatocylis antarctica
Meta	Epimeriella macronyx	Sticholonche sp.
Meta	Epimeriella macronyx	Conchoecia sp.
Meta	Epimeriella macronyx	Euphausia crystallorophias
Meta	Epimeriella macronyx	Limacina helicina
Meta	Eusirus tridentatus	Nitzschia sp.
Meta	Eusirus tridentatus	Coscinodiscophycidae
Meta	Eusirus tridentatus	Eucampia antarctica
Meta	Eusirus tridentatus	Chaetoceros sp.
Meta	Eusirus tridentatus	Corethron criophilum
Meta	Eusirus tridentatus	Peridiniales
Meta	Eusirus tridentatus	Distephanus speculum
Meta	Eusirus tridentatus	Phytoplankton
Meta	Eusirus tridentatus	Codonellopsis gaussi
Meta	Eusirus tridentatus	Laackmanniella naviculaefera
Meta	Eusirus tridentatus	Cymatocylis antarctica
Meta	Eusirus tridentatus	Radiolaria
Meta	Eusirus tridentatus	Sticholonche sp.
Meta	Eusirus tridentatus	Oncaea sp.
Meta	Eusirus tridentatus	Oithona sp.
Meta	Eusirus tridentatus	Calanoides acutus
Meta	Eusirus tridentatus	Metridia gerlachei
Meta	Eusirus tridentatus	Euchaeta sp.
Meta	Eusirus tridentatus	Conchoecia sp.
Meta	Eusirus tridentatus	Euphausia crystallorophias
Meta	Eusirus tridentatus	Pelagobia longicirrata
Meta	Eusirus tridentatus	Limacina helicina
Meta	Eusirus tridentatus	Coelenterata
Meta	Hyperia macrocephala	Nitzschia sp.
Meta	Hyperia macrocephala	Coscinodiscophycidae
Meta	Hyperia macrocephala	Eucampia antarctica
Meta	Hyperia macrocephala	Chaetoceros sp.
Meta	Hyperia macrocephala	Corethron criophilum
Meta	Hyperia macrocephala	Peridiniales
Meta	Hyperia macrocephala	Distephanus speculum
Meta	Hyperia macrocephala	Phytoplankton
Meta	Hyperia macrocephala	Codonellopsis gaussi
Meta	Hyperia macrocephala	Laackmanniella naviculaefera
Meta	Hyperia macrocephala	Cymatocylis antarctica
Meta	Hyperia macrocephala	Radiolaria
Meta	Hyperia macrocephala	Sticholonche sp.
Meta	Hyperia macrocephala	Oncaea sp.
Meta	Hyperia macrocephala	Oithona sp.
Meta	Hyperia macrocephala	Calanoides acutus
Meta	Hyperia macrocephala	Metridia gerlachei
Meta	Hyperia macrocephala	Euchaeta sp.
Meta	Hyperia macrocephala	Conchoecia sp.
Meta	Hyperia macrocephala	Euphausia crystallorophias
Meta	Hyperia macrocephala	Pelagobia longicirrata
Meta	Hyperia macrocephala	Limacina helicina
Meta	Hyperia macrocephala	Coelenterata
Meta	Hyperiella dilatata	Nitzschia sp.
Meta	Hyperiella dilatata	Eucampia antarctica
Meta	Hyperiella dilatata	Chaetoceros sp.
Meta	Hyperiella dilatata	Corethron criophilum
Meta	Hyperiella dilatata	Peridiniales
Meta	Hyperiella dilatata	Distephanus speculum
Meta	Hyperiella dilatata	Phytoplankton
Meta	Hyperiella dilatata	Codonellopsis gaussi
Meta	Hyperiella dilatata	Laackmanniella naviculaefera
Meta	Hyperiella dilatata	Cymatocylis antarctica
Meta	Hyperiella dilatata	Sticholonche sp.
Meta	Hyperiella dilatata	Conchoecia sp.
Meta	Hyperiella dilatata	Euphausia crystallorophias
Meta	Hyperiella dilatata	Limacina helicina
Meta	Hyperiella macronyx	Nitzschia sp.
Meta	Hyperiella macronyx	Eucampia antarctica
Meta	Hyperiella macronyx	Chaetoceros sp.
Meta	Hyperiella macronyx	Corethron criophilum
Meta	Hyperiella macronyx	Peridiniales
Meta	Hyperiella macronyx	Distephanus speculum
Meta	Hyperiella macronyx	Phytoplankton
Meta	Hyperiella macronyx	Codonellopsis gaussi
Meta	Hyperiella macronyx	Laackmanniella naviculaefera
Meta	Hyperiella macronyx	Cymatocylis antarctica
Meta	Hyperiella macronyx	Sticholonche sp.
Meta	Hyperiella macronyx	Conchoecia sp.
Meta	Hyperiella macronyx	Euphausia crystallorophias
Meta	Hyperiella macronyx	Limacina helicina
Meta	Abyssorchomene plebs	Nitzschia sp.
Meta	Abyssorchomene plebs	Eucampia antarctica
Meta	Abyssorchomene plebs	Chaetoceros sp.
Meta	Abyssorchomene plebs	Corethron criophilum
Meta	Abyssorchomene plebs	Peridiniales
Meta	Abyssorchomene plebs	Distephanus speculum
Meta	Abyssorchomene plebs	Phytoplankton
Meta	Abyssorchomene plebs	Codonellopsis gaussi
Meta	Abyssorchomene plebs	Laackmanniella naviculaefera
Meta	Abyssorchomene plebs	Cymatocylis antarctica
Meta	Abyssorchomene plebs	Sticholonche sp.
Meta	Abyssorchomene plebs	Conchoecia sp.
Meta	Abyssorchomene plebs	Euphausia crystallorophias
Meta	Abyssorchomene plebs	Limacina helicina
Meta	Abyssorchomene rossi	Nitzschia sp.
Meta	Abyssorchomene rossi	Eucampia antarctica
Meta	Abyssorchomene rossi	Chaetoceros sp.
Meta	Abyssorchomene rossi	Corethron criophilum
Meta	Abyssorchomene rossi	Peridiniales
Meta	Abyssorchomene rossi	Distephanus speculum
Meta	Abyssorchomene rossi	Phytoplankton
Meta	Abyssorchomene rossi	Codonellopsis gaussi
Meta	Abyssorchomene rossi	Laackmanniella naviculaefera
Meta	Abyssorchomene rossi	Cymatocylis antarctica
Meta	Abyssorchomene rossi	Sticholonche sp.
Meta	Abyssorchomene rossi	Conchoecia sp.
Meta	Abyssorchomene rossi	Euphausia crystallorophias
Meta	Abyssorchomene rossi	Limacina helicina
Meta	Antarctomysis ohlinii	Nitzschia sp.
Meta	Antarctomysis ohlinii	Eucampia antarctica
Meta	Antarctomysis ohlinii	Chaetoceros sp.
Meta	Antarctomysis ohlinii	Corethron criophilum
Meta	Antarctomysis ohlinii	Peridiniales
Meta	Antarctomysis ohlinii	Distephanus speculum
Meta	Antarctomysis ohlinii	Phytoplankton
Meta	Antarctomysis ohlinii	Codonellopsis gaussi
Meta	Antarctomysis ohlinii	Laackmanniella naviculaefera
Meta	Antarctomysis ohlinii	Cymatocylis antarctica
Meta	Antarctomysis ohlinii	Sticholonche sp.
Meta	Antarctomysis ohlinii	Conchoecia sp.
Meta	Antarctomysis ohlinii	Euphausia crystallorophias
Meta	Antarctomysis ohlinii	Limacina helicina
Meta	Eukrohnia hamata	Nitzschia sp.
Meta	Eukrohnia hamata	Eucampia antarctica
Meta	Eukrohnia hamata	Chaetoceros sp.
Meta	Eukrohnia hamata	Corethron criophilum
Meta	Eukrohnia hamata	Peridiniales
Meta	Eukrohnia hamata	Distephanus speculum
Meta	Eukrohnia hamata	Phytoplankton
Meta	Eukrohnia hamata	Codonellopsis gaussi
Meta	Eukrohnia hamata	Laackmanniella naviculaefera
Meta	Eukrohnia hamata	Cymatocylis antarctica
Meta	Eukrohnia hamata	Sticholonche sp.
Meta	Eukrohnia hamata	Conchoecia sp.
Meta	Eukrohnia hamata	Euphausia crystallorophias
Meta	Eukrohnia hamata	Limacina helicina
Meta	Pseudosagitta gazellae	Nitzschia sp.
Meta	Pseudosagitta gazellae	Eucampia antarctica
Meta	Pseudosagitta gazellae	Chaetoceros sp.
Meta	Pseudosagitta gazellae	Corethron criophilum
Meta	Pseudosagitta gazellae	Peridiniales
Meta	Pseudosagitta gazellae	Distephanus speculum
Meta	Pseudosagitta gazellae	Phytoplankton
Meta	Pseudosagitta gazellae	Codonellopsis gaussi
Meta	Pseudosagitta gazellae	Laackmanniella naviculaefera
Meta	Pseudosagitta gazellae	Cymatocylis antarctica
Meta	Pseudosagitta gazellae	Sticholonche sp.
Meta	Pseudosagitta gazellae	Conchoecia sp.
Meta	Pseudosagitta gazellae	Euphausia crystallorophias
Meta	Pseudosagitta gazellae	Limacina helicina
Meta	Pelagobia longicirrata	Nitzschia sp.
Meta	Pelagobia longicirrata	Eucampia antarctica
Meta	Pelagobia longicirrata	Chaetoceros sp.
Meta	Pelagobia longicirrata	Corethron criophilum
Meta	Pelagobia longicirrata	Peridiniales
Meta	Pelagobia longicirrata	Distephanus speculum
Meta	Pelagobia longicirrata	Phytoplankton
Meta	Pelagobia longicirrata	Codonellopsis gaussi
Meta	Pelagobia longicirrata	Laackmanniella naviculaefera
Meta	Pelagobia longicirrata	Cymatocylis antarctica
Meta	Pelagobia longicirrata	Sticholonche sp.
Meta	Pelagobia longicirrata	Conchoecia sp.
Meta	Pelagobia longicirrata	Euphausia crystallorophias
Meta	Pelagobia longicirrata	Limacina helicina
Meta	Clione antarctica	Nitzschia sp.
Meta	Clione antarctica	Coscinodiscophycidae
Meta	Clione antarctica	Eucampia antarctica
Meta	Clione antarctica	Chaetoceros sp.
Meta	Clione antarctica	Corethron criophilum
Meta	Clione antarctica	Peridiniales
Meta	Clione antarctica	Distephanus speculum
Meta	Clione antarctica	Phytoplankton
Meta	Clione antarctica	Codonellopsis gaussi
Meta	Clione antarctica	Laackmanniella naviculaefera
Meta	Clione antarctica	Cymatocylis antarctica
Meta	Clione antarctica	Radiolaria
Meta	Clione antarctica	Sticholonche sp.
Meta	Clione antarctica	Oncaea sp.
Meta	Clione antarctica	Oithona sp.
Meta	Clione antarctica	Calanoides acutus
Meta	Clione antarctica	Metridia gerlachei
Meta	Clione antarctica	Euchaeta sp.
Meta	Clione antarctica	Conchoecia sp.
Meta	Clione antarctica	Euphausia crystallorophias
Meta	Clione antarctica	Pelagobia longicirrata
Meta	Clione antarctica	Limacina helicina
Meta	Clione antarctica	Coelenterata
Meta	Limacina helicina	Nitzschia sp.
Meta	Limacina helicina	Coscinodiscophycidae
Meta	Limacina helicina	Eucampia antarctica
Meta	Limacina helicina	Chaetoceros sp.
Meta	Limacina helicina	Corethron criophilum
Meta	Limacina helicina	Peridiniales
Meta	Limacina helicina	Distephanus speculum
Meta	Limacina helicina	Phytoplankton
Meta	Limacina helicina	Codonellopsis gaussi
